Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
30,Male,Canada,Self-employed,74584,277311,66,Low,1000,Annually,653,12496,27,Real Estate,Hoffman Inc,6.3,2.77,1.54,475319,70643,36288,11,No,3002,1/23/2025,No,0.51,Single,0,High School,Poor,88,Own,136377,3914,0.15,Expert,Home Purchase,No,0.7,No,No,No,Defined Benefit,Fixed,Online,Pamelachester,22:51:49,0.38,No,3
41,Male,Germany,Self-employed,128355,218819,62,Medium,213,Monthly,993,9690,4,Mutual Fund,Rivera-Mcclure,4.18,1.32,1.42,333201,78953,60712,16,No,9540,5/27/2020,Yes,0.47,Divorced,4,Bachelor's,Average,89,Own,140539,6371,0.21,Intermediate,Travel,No,0.85,Yes,Yes,No,Defined Contribution,Fixed,Online,West Jeffrey,5:24:40,0.93,No,26
41,Female,Canada,Self-employed,78532,407836,66,Low,1653,Annually,86,18063,39,Mutual Fund,"Weaver, Schultz and Taylor",4.51,4.48,0.63,236272,49026,38690,15,No,4506,10/30/2021,No,0.51,Single,2,Master's,Average,92,Mortgage,41712,6813,0.06,Expert,Legacy Planning,No,0.2,Yes,Yes,No,Defined Benefit,Bucket,Branch,Port Wyatt,7:42:11,0.35,No,21
29,Other,UK,Retired,71673,499353,64,Low,139,Annually,602,1696,37,Mutual Fund,Jackson-Gonzales,11.03,1.42,0.38,538963,43726,24607,15,Yes,7242,9/15/2024,No,0.23,Widowed,3,High School,Good,76,Own,172524,7074,0.16,Expert,Home Purchase,Yes,0.81,No,Yes,No,Defined Benefit,Bucket,ATM,Lake Josephborough,3:41:37,0.08,No,25
50,Male,USA,Retired,55451,143720,64,Medium,152,Annually,473,2089,4,Stocks,Carson and Sons,7.74,4.07,1.59,425137,68662,40848,18,Yes,1858,4/24/2024,No,0.65,Married,2,High School,Average,81,Rent,46469,3685,0.24,Beginner,Healthcare,Yes,0.43,No,Yes,No,Defined Benefit,Fixed,ATM,Port Devintown,1:38:12,0.61,No,4
63,Male,USA,Retired,65013,179816,65,High,1798,Monthly,164,6986,13,ETF,Davis-Ward,7.11,3.43,0.14,930276,10878,50483,14,No,1075,8/23/2021,No,0.8,Divorced,4,Master's,Good,87,Rent,97527,8513,0.17,Intermediate,Travel,No,0.95,No,Yes,Yes,Defined Benefit,Bucket,Online,Townsendshire,21:02:14,0.66,No,1
61,Other,UK,Self-employed,75240,237339,60,Low,1999,Monthly,653,20225,8,ETF,"Lewis, Schneider and Rogers",4.51,1.39,0.1,429295,70433,27942,25,No,4345,2/22/2021,No,0.93,Widowed,2,PhD,Poor,85,Mortgage,89522,2828,0.1,Expert,Legacy Planning,Yes,0.78,Yes,Yes,Yes,Defined Contribution,Fixed,Branch,South Stacy,15:29:03,0.3,No,25
44,Other,Germany,Part-time,68378,470852,60,High,435,Quarterly,48,4758,36,Bonds,Taylor-Duffy,4.47,2.89,0.34,379514,56408,73238,14,No,3169,3/7/2025,No,0.55,Divorced,0,Bachelor's,Poor,81,Rent,121385,4988,0.12,Intermediate,Healthcare,No,0.71,No,Yes,No,Defined Benefit,Dynamic,Online,South Guy,16:51:59,0.89,No,24
51,Male,USA,Unemployed,33483,479221,64,Low,178,Annually,935,9091,19,Bonds,Camacho LLC,5.51,3.23,1.02,696184,18800,74681,18,Yes,4817,10/28/2021,No,0.19,Divorced,3,PhD,Poor,75,Own,69939,9035,0.13,Beginner,Home Purchase,Yes,0.63,Yes,No,No,Defined Contribution,Fixed,Branch,Lake Jasonshire,15:56:37,0.95,No,3
38,Male,Australia,Retired,46755,88214,63,Medium,1212,Quarterly,360,2545,20,Mutual Fund,Nelson-King,4.09,2.59,0.48,202067,63095,52740,28,Yes,1251,3/27/2025,No,0.95,Divorced,0,High School,Poor,85,Mortgage,137839,9096,0.11,Beginner,Healthcare,No,0.67,No,Yes,Yes,Defined Contribution,Fixed,Online,North Lisa,1:39:39,0.14,No,8
64,Other,USA,Unemployed,94214,338806,67,Low,886,Annually,729,14813,5,Mutual Fund,Acosta-Cohen,4.2,3.54,1.63,623483,79365,35106,16,No,8991,10/27/2021,No,0.48,Married,0,PhD,Poor,89,Rent,80384,4040,0.07,Beginner,Legacy Planning,Yes,0.85,No,Yes,No,Defined Contribution,Dynamic,Online,South Shelby,21:31:51,0.13,No,16
60,Male,Australia,Retired,149658,66021,60,High,1634,Annually,757,18503,4,Stocks,"Baker, Williams and West",2.9,1.44,1.81,890063,64973,28837,12,No,4054,8/16/2021,No,0.29,Single,2,Bachelor's,Good,89,Mortgage,119040,1222,0.26,Intermediate,Travel,No,0.84,No,No,Yes,Defined Benefit,Fixed,Branch,West Yolandastad,3:25:45,0.25,No,15
42,Male,UK,Full-time,128580,338862,65,High,766,Quarterly,705,16044,10,ETF,Wilson-Miller,4.75,3.73,1.34,897682,35625,71954,26,No,2078,6/19/2021,No,0.54,Single,1,High School,Average,86,Rent,112495,1066,0.12,Expert,Healthcare,Yes,0.97,No,No,Yes,Defined Benefit,Fixed,ATM,Brianberg,0:36:46,0.33,No,24
48,Male,UK,Unemployed,106312,395619,64,Low,1159,Annually,48,23863,15,Real Estate,Reynolds Inc,2.6,2.41,1.52,537812,79782,60934,11,No,4924,5/20/2024,No,0.85,Divorced,1,PhD,Good,81,Own,77385,9656,0.12,Intermediate,Home Purchase,Yes,0.56,Yes,No,Yes,Defined Contribution,Bucket,Branch,Floresfort,7:02:52,0.12,No,22
27,Other,Canada,Retired,68487,244649,62,Low,1640,Annually,43,3948,35,Bonds,Cabrera Ltd,7.61,0.64,1.32,704828,48246,25154,10,Yes,5584,5/22/2022,No,0.34,Single,0,Master's,Average,91,Rent,152941,8839,0.22,Expert,Healthcare,Yes,0.4,Yes,Yes,Yes,Defined Contribution,Bucket,ATM,South Krystal,14:53:59,0.75,No,25
30,Male,Canada,Part-time,72138,443120,63,High,110,Quarterly,642,11892,17,Stocks,"Gonzales, Grant and Morgan",10.94,1.93,1.7,541925,28869,43040,28,No,4267,1/21/2021,No,0.03,Widowed,1,High School,Average,89,Mortgage,35385,3253,0.1,Expert,Legacy Planning,No,0.12,No,Yes,No,Defined Contribution,Fixed,Online,Anaport,1:17:31,0.75,No,11
27,Other,Canada,Retired,127406,153549,62,Medium,209,Annually,863,8040,30,Stocks,Jones-Ortiz,9.86,3.7,0.68,916532,20941,49494,23,No,6602,8/9/2021,No,0.06,Married,2,Bachelor's,Good,88,Rent,165265,6467,0.28,Intermediate,Home Purchase,No,0.74,Yes,Yes,Yes,Defined Contribution,Dynamic,ATM,Hancocktown,23:58:33,0.89,No,4
38,Female,Australia,Part-time,134502,193226,62,Medium,1636,Quarterly,992,23027,33,Mutual Fund,Johnson-Thompson,8.33,3.96,1.88,252894,61973,35586,11,Yes,7194,7/18/2022,No,0.83,Divorced,0,High School,Poor,89,Mortgage,166544,2113,0.09,Expert,Home Purchase,Yes,0.83,Yes,Yes,Yes,Defined Benefit,Bucket,Online,Harmonberg,14:51:40,0.1,No,14
29,Female,Germany,Part-time,140306,7456,66,Low,1491,Monthly,307,13167,17,Stocks,"Little, Miller and Nguyen",11.21,4.51,1.63,155852,78036,57370,29,Yes,1265,5/3/2024,No,0.62,Widowed,1,High School,Good,93,Rent,115359,1939,0.29,Intermediate,Travel,Yes,0.21,Yes,No,Yes,Defined Benefit,Bucket,Online,East Ronaldchester,7:52:55,0.17,No,27
46,Female,Australia,Retired,57015,338893,63,Low,280,Quarterly,864,18361,12,Mutual Fund,Carter PLC,2.19,1.74,1.46,88730,56820,12670,29,No,5537,10/15/2020,No,0.06,Divorced,2,High School,Poor,83,Rent,121129,4676,0.23,Expert,Home Purchase,Yes,0.76,Yes,No,Yes,Defined Contribution,Fixed,Branch,Newmanside,9:16:42,0.67,No,4
47,Other,Germany,Part-time,97716,6587,60,Medium,960,Monthly,686,2482,26,Real Estate,Griffith LLC,10.03,2.52,0.95,918781,36677,39928,14,Yes,3386,9/30/2023,No,0.12,Divorced,0,Master's,Poor,76,Own,139124,1842,0.07,Beginner,Travel,No,0.66,No,No,No,Defined Contribution,Dynamic,Online,West Christopher,10:09:04,0.72,No,29
34,Female,UK,Unemployed,89993,417127,61,High,1622,Annually,874,7421,2,ETF,Cooper Ltd,8.33,1.38,1.35,862552,20552,22463,15,No,5232,2/6/2024,No,0.89,Widowed,4,High School,Poor,83,Mortgage,97604,8073,0.16,Beginner,Travel,No,0.43,No,No,No,Defined Contribution,Bucket,Branch,South Beth,15:17:16,0.68,Yes,13
46,Other,USA,Retired,126513,489289,62,Low,333,Annually,1,5342,3,Mutual Fund,Jimenez-Davis,8.74,2.17,1.12,733174,62159,42830,20,Yes,3515,3/6/2020,Yes,0.19,Widowed,3,High School,Average,78,Mortgage,139209,9001,0.25,Intermediate,Travel,Yes,0.53,Yes,No,Yes,Defined Contribution,Dynamic,Branch,South Johnchester,8:07:18,0.72,No,11
29,Male,Australia,Unemployed,113768,439263,62,Low,1304,Monthly,500,2688,25,Real Estate,Pruitt Inc,5.37,3.01,0.78,121384,26499,71540,28,No,3765,2/26/2025,No,0.82,Divorced,4,Master's,Good,81,Mortgage,9777,4040,0.06,Beginner,Travel,No,0.98,No,Yes,No,Defined Contribution,Fixed,Branch,Brendaland,17:00:22,0.12,No,19
37,Female,Germany,Unemployed,57553,112831,60,High,910,Monthly,653,17765,8,ETF,"Wall, Nichols and Morgan",11.16,5,1.42,793099,74132,29374,29,No,2996,1/18/2025,No,0.75,Divorced,3,Bachelor's,Average,90,Mortgage,67088,7101,0.19,Beginner,Home Purchase,Yes,0.17,No,No,No,Defined Contribution,Bucket,ATM,New Jennifer,21:45:47,0.71,No,11
39,Other,USA,Part-time,117246,237185,67,Medium,1905,Quarterly,793,8811,7,Real Estate,"Gonzalez, Schmidt and Nelson",9.14,0.61,0.4,643155,42720,10238,20,No,8211,3/22/2020,No,0.47,Widowed,1,High School,Average,84,Own,195359,4219,0.16,Intermediate,Home Purchase,Yes,0.6,Yes,Yes,No,Defined Benefit,Bucket,ATM,Port Janetborough,13:40:43,0.04,No,1
35,Male,USA,Retired,144086,216527,61,Low,1432,Quarterly,159,23804,11,Bonds,"Mcintyre, Butler and Washington",7.69,4.56,1.68,823941,75124,71444,18,Yes,7844,10/4/2020,No,0.73,Divorced,1,PhD,Average,85,Rent,92048,8413,0.28,Intermediate,Legacy Planning,No,0.43,No,Yes,Yes,Defined Benefit,Bucket,Branch,New Christinafurt,19:01:02,0.56,No,16
37,Male,Germany,Full-time,134058,486269,60,Medium,1672,Annually,11,9805,2,Stocks,"Jones, Taylor and Hunter",5.59,1.28,0.6,640271,11531,74898,26,Yes,2516,7/21/2023,No,0.49,Widowed,3,High School,Good,93,Rent,175600,1391,0.16,Intermediate,Healthcare,No,0.93,Yes,Yes,No,Defined Benefit,Dynamic,ATM,East Ryan,11:30:06,0.83,No,23
25,Female,Canada,Unemployed,35362,69100,69,Medium,1671,Annually,193,14364,23,ETF,Guzman-Davis,2.94,2.69,0.25,115962,73782,45076,18,No,6986,8/9/2021,No,0.26,Divorced,2,High School,Poor,82,Mortgage,162735,8526,0.09,Intermediate,Home Purchase,No,0.24,No,No,Yes,Defined Contribution,Fixed,Branch,Lake Charlestown,13:04:10,0.08,No,21
45,Male,Germany,Self-employed,42390,46410,60,High,986,Quarterly,761,23810,6,Real Estate,Ramos-Williams,3.64,2.53,0.98,382796,55969,39561,28,No,9054,10/26/2020,Yes,0.07,Single,3,Bachelor's,Average,75,Own,5370,9341,0.26,Intermediate,Healthcare,Yes,0.88,No,No,Yes,Defined Benefit,Bucket,Branch,South Lisa,4:48:08,0.84,No,29
47,Male,UK,Full-time,113865,133869,64,Low,879,Monthly,91,9699,34,Real Estate,Stewart Inc,2.03,2.93,1.44,663068,22750,73915,14,Yes,8284,3/3/2023,No,0.56,Married,1,Master's,Good,87,Rent,78150,9912,0.3,Beginner,Healthcare,No,0.79,No,Yes,Yes,Defined Contribution,Dynamic,Online,East Mitchell,5:25:21,0.66,No,24
42,Male,UK,Part-time,95461,452659,67,Low,597,Quarterly,665,18411,3,Mutual Fund,"Ruiz, Evans and Hicks",9.76,0.6,0.84,322119,11216,28315,20,No,9322,8/28/2023,No,0.72,Married,2,PhD,Poor,89,Rent,176396,2596,0.13,Beginner,Healthcare,No,0.13,No,Yes,Yes,Defined Benefit,Bucket,Branch,West Brittanybury,20:23:55,0.81,No,18
29,Male,Canada,Part-time,85514,340696,68,Medium,837,Quarterly,260,10600,34,ETF,Davis PLC,8.65,4.29,1.26,404474,18221,33059,29,No,9846,2/26/2024,No,0.5,Divorced,0,PhD,Poor,93,Mortgage,71439,5757,0.1,Expert,Travel,Yes,0.49,Yes,No,Yes,Defined Benefit,Dynamic,Online,Port Stephaniefurt,2:26:17,0.37,No,26
47,Other,Germany,Retired,147781,286714,68,High,1320,Monthly,900,15929,14,Real Estate,Hansen PLC,4.23,2.49,1.04,875006,75731,52010,18,Yes,9955,2/3/2025,No,0.04,Married,2,High School,Good,78,Mortgage,5659,3268,0.07,Expert,Legacy Planning,No,0.75,No,Yes,No,Defined Contribution,Bucket,ATM,South Josephtown,19:47:51,0.22,No,17
54,Male,Germany,Self-employed,88925,58147,66,Low,175,Annually,466,19404,36,Stocks,"Jones, Crawford and Wise",8.32,1.48,1.37,332838,76700,36711,18,Yes,9981,12/19/2022,No,0.17,Married,0,Bachelor's,Average,82,Own,162325,1379,0.07,Expert,Travel,Yes,0.65,No,No,Yes,Defined Benefit,Fixed,Online,Keithside,1:16:13,0.75,No,3
59,Female,Germany,Full-time,110078,238529,65,Medium,1748,Annually,226,13227,18,Stocks,Perez LLC,8.72,0.58,1.64,958829,66688,63198,29,Yes,7350,10/6/2022,No,0.06,Single,2,PhD,Good,90,Own,158134,4177,0.17,Intermediate,Home Purchase,No,0.48,Yes,Yes,Yes,Defined Benefit,Bucket,Online,Brianside,11:23:46,0.67,No,2
62,Male,USA,Full-time,40793,399722,66,Low,1403,Monthly,244,2739,27,Bonds,Woods-Henry,5.11,2.1,0.63,252312,63052,65584,11,No,1596,5/21/2021,No,0.58,Divorced,1,Bachelor's,Poor,94,Rent,50437,7058,0.21,Expert,Home Purchase,No,0.31,No,No,Yes,Defined Benefit,Bucket,Branch,Simpsonville,5:33:35,0.86,No,2
40,Other,Germany,Full-time,73744,160738,67,Low,1272,Quarterly,866,21655,10,Mutual Fund,Jones-Dean,9.95,4.79,0.39,372310,61443,39155,12,Yes,4900,11/7/2021,No,0.18,Widowed,2,High School,Good,77,Mortgage,132437,4521,0.07,Intermediate,Legacy Planning,Yes,0.39,No,No,Yes,Defined Contribution,Bucket,Branch,Nolanview,21:55:59,0.31,No,2
42,Other,Australia,Part-time,145779,25366,63,Medium,1560,Quarterly,52,21252,11,ETF,Black PLC,5.83,1.94,1.33,846823,79683,46409,25,Yes,6942,5/17/2021,No,0.27,Divorced,1,PhD,Average,76,Own,11032,8277,0.19,Beginner,Travel,Yes,0.89,Yes,Yes,Yes,Defined Benefit,Fixed,Online,Wendystad,14:24:36,0.23,No,5
34,Female,UK,Unemployed,36352,460660,61,Medium,797,Annually,301,6815,33,Mutual Fund,Kim-Kelly,7.51,1.5,0.77,881715,78247,18734,29,Yes,3069,8/1/2021,No,0.53,Divorced,4,Master's,Average,88,Mortgage,116314,5205,0.29,Beginner,Healthcare,Yes,0.34,Yes,No,No,Defined Contribution,Bucket,Branch,Marcusview,21:04:32,0.07,No,16
37,Other,Australia,Unemployed,34157,343134,61,Low,339,Quarterly,362,1452,27,Real Estate,"Ray, Fox and Payne",6.34,3.98,1.56,640972,28988,28892,26,Yes,8678,11/4/2021,No,0.69,Married,3,High School,Poor,76,Rent,29744,2015,0.28,Beginner,Home Purchase,No,0.66,No,No,Yes,Defined Benefit,Bucket,Online,Lake Adamtown,14:09:03,0.44,No,27
57,Other,Germany,Self-employed,124286,198003,64,Low,1029,Annually,545,3292,18,Mutual Fund,Price and Sons,5.58,4.2,0.42,516764,17010,12497,25,Yes,8471,9/2/2023,No,0.66,Widowed,3,PhD,Good,82,Rent,87869,8283,0.19,Intermediate,Travel,Yes,0.28,Yes,Yes,Yes,Defined Contribution,Bucket,ATM,New Mark,9:33:48,0.17,No,8
54,Other,Germany,Retired,148542,346735,62,Low,826,Quarterly,585,2840,37,Mutual Fund,Hall PLC,4.19,2.3,1.1,405529,56621,50491,27,Yes,4306,9/18/2020,No,0.36,Divorced,4,High School,Good,76,Own,28260,4822,0.1,Beginner,Home Purchase,No,0.72,Yes,No,No,Defined Benefit,Dynamic,ATM,Roberttown,4:59:51,0.16,No,20
35,Male,Canada,Retired,39030,277069,61,Low,1913,Annually,134,7323,39,Stocks,"Brennan, Garza and Lee",8.42,3.29,0.81,695069,70017,74972,26,No,4385,6/1/2023,No,0.38,Divorced,4,High School,Good,79,Rent,86415,1162,0.19,Expert,Legacy Planning,No,0.77,Yes,Yes,Yes,Defined Contribution,Fixed,Online,Durhamtown,8:18:47,0.95,No,23
30,Other,Germany,Part-time,148816,495765,65,High,1427,Annually,691,19277,8,Stocks,"Stewart, Smith and Farmer",10.13,1.14,1.61,622826,41469,35296,11,Yes,1028,5/8/2024,No,0.92,Divorced,1,High School,Average,80,Rent,27995,6722,0.14,Beginner,Travel,No,0.35,Yes,No,Yes,Defined Benefit,Bucket,Branch,East Tina,16:59:01,0.9,No,2
29,Other,Australia,Full-time,128817,16361,65,High,1610,Monthly,190,9241,20,ETF,Jones Inc,8.79,4.02,1.55,176761,52403,67749,11,Yes,6646,10/26/2023,No,0.27,Married,1,High School,Good,85,Rent,88034,6486,0.06,Beginner,Healthcare,No,0.13,Yes,Yes,No,Defined Benefit,Dynamic,Online,East Mike,11:25:23,0.8,No,8
58,Other,Australia,Retired,35742,288594,60,Medium,1362,Monthly,853,23188,23,Stocks,"Thompson, Miller and Jensen",5.8,2.41,0.25,392890,76406,19078,20,No,2683,12/3/2023,No,0.91,Single,2,High School,Average,75,Own,100877,3060,0.12,Expert,Home Purchase,No,0.29,No,Yes,No,Defined Benefit,Bucket,Online,Johnsonstad,17:43:57,0.73,No,29
35,Other,USA,Part-time,118570,260777,63,Low,1529,Monthly,350,16062,18,Real Estate,Mitchell Group,11.32,4.97,1.23,696126,68665,18914,12,Yes,7464,2/11/2024,No,0.53,Widowed,0,Master's,Good,91,Own,86238,6600,0.2,Expert,Travel,Yes,0.45,Yes,No,No,Defined Benefit,Fixed,Branch,Anthonyhaven,12:39:56,0.94,No,5
43,Female,Germany,Part-time,44867,223750,67,High,1511,Annually,359,7631,27,Bonds,Cobb Ltd,9.45,4.2,0.41,189409,74697,21209,28,No,6113,11/18/2023,No,0.19,Married,0,PhD,Average,83,Mortgage,130976,4567,0.13,Beginner,Healthcare,No,0.6,Yes,Yes,Yes,Defined Benefit,Fixed,Branch,West Patricktown,7:54:39,0.55,No,7
50,Other,Canada,Full-time,116480,318201,62,High,241,Monthly,497,19662,16,Bonds,Jenkins-Holder,8.02,2.56,1.29,175810,74095,26741,10,No,6867,7/25/2021,No,0.71,Single,3,Master's,Average,94,Mortgage,162852,9103,0.13,Beginner,Legacy Planning,Yes,0.75,No,Yes,No,Defined Contribution,Bucket,Online,Lake Jesus,18:47:01,0.81,No,20
32,Other,Canada,Part-time,54885,456065,69,High,885,Monthly,922,13923,35,Mutual Fund,Erickson-Wade,9.69,2.6,0.89,842932,31343,58589,11,Yes,9451,1/20/2023,No,0.27,Single,1,Bachelor's,Average,90,Own,18662,3460,0.11,Beginner,Legacy Planning,No,0.72,No,No,Yes,Defined Benefit,Fixed,Branch,Roachside,20:10:01,0.44,No,27
43,Other,Germany,Self-employed,49754,147875,60,High,159,Annually,594,8451,15,Mutual Fund,Ross-Brooks,10.2,4.16,1.4,218780,13247,72788,18,No,5298,10/2/2021,No,0.76,Single,4,High School,Good,87,Mortgage,4492,9726,0.3,Beginner,Home Purchase,Yes,0.68,Yes,Yes,Yes,Defined Benefit,Fixed,Online,West Tonyville,16:01:27,0.51,No,6
54,Female,UK,Full-time,116504,409207,64,High,1225,Quarterly,821,2905,32,Real Estate,Thomas-Hubbard,4.54,3.15,0.79,932415,38907,20793,24,No,4128,12/28/2023,No,0.58,Married,2,Master's,Average,86,Rent,123768,4871,0.12,Expert,Legacy Planning,Yes,0.74,Yes,Yes,No,Defined Contribution,Bucket,Branch,Coleland,9:23:41,0.29,No,3
29,Male,UK,Retired,34451,90153,61,Low,1228,Quarterly,738,10241,11,Real Estate,"Rodriguez, Cervantes and Myers",11.08,3.22,0.52,576584,20581,69236,20,Yes,2745,2/18/2022,No,0.85,Single,4,High School,Poor,94,Own,106588,5184,0.25,Intermediate,Legacy Planning,No,0.21,No,No,No,Defined Benefit,Fixed,Branch,Jessemouth,5:03:10,0.78,No,9
54,Other,Germany,Part-time,95131,225295,69,Medium,987,Annually,176,3867,9,Bonds,Strickland-Erickson,8.14,3.97,1.28,668974,33142,63012,12,No,3648,12/8/2024,No,0.52,Single,0,Master's,Good,89,Own,36432,9111,0.18,Beginner,Home Purchase,No,0.27,Yes,No,Yes,Defined Benefit,Bucket,ATM,New Ryanborough,18:49:06,0.27,No,9
49,Male,Canada,Retired,112562,375318,65,Low,1413,Monthly,847,5328,27,Stocks,Sosa-Marshall,9.69,1.29,1.95,441699,53697,55609,20,Yes,4582,12/25/2020,No,0.9,Divorced,3,High School,Good,76,Own,111794,5367,0.18,Intermediate,Legacy Planning,No,0.35,No,No,Yes,Defined Contribution,Bucket,ATM,South Timothyburgh,22:11:45,0.35,No,8
50,Other,USA,Unemployed,84254,154793,68,High,1329,Quarterly,70,15581,4,Stocks,Lopez-Estrada,3.76,2.71,0.24,772409,38106,33822,29,Yes,7947,6/12/2025,No,0.04,Single,4,High School,Poor,76,Own,181943,5258,0.14,Intermediate,Home Purchase,No,0.46,No,No,Yes,Defined Benefit,Bucket,Branch,Pamelaport,23:43:49,0.28,No,17
51,Male,USA,Self-employed,65359,153900,69,Medium,191,Monthly,798,21921,9,Real Estate,Clark Ltd,2.65,4.6,0.24,507881,78993,21252,17,No,5387,3/9/2021,No,0.59,Single,4,Bachelor's,Good,90,Own,61463,2982,0.29,Beginner,Home Purchase,No,0.49,No,Yes,No,Defined Benefit,Fixed,Branch,Shannonfurt,19:11:06,0.91,No,9
28,Male,UK,Self-employed,148960,466121,66,Low,608,Monthly,298,4634,29,Mutual Fund,Davis-Hall,6.08,4.56,1.79,325724,24505,8449,23,Yes,2333,5/12/2021,No,0.51,Single,3,High School,Good,76,Own,26527,9901,0.14,Beginner,Healthcare,No,0.91,Yes,No,Yes,Defined Contribution,Fixed,Branch,Jordanport,17:30:11,0.9,No,21
29,Female,UK,Self-employed,119485,20385,64,High,104,Annually,208,17622,36,Stocks,Silva Group,8.32,1.54,1.5,345366,56029,41741,14,Yes,2107,5/13/2025,No,0.04,Married,2,Bachelor's,Poor,93,Mortgage,92166,7614,0.29,Expert,Healthcare,Yes,0.86,No,No,No,Defined Benefit,Fixed,Online,Robertport,6:16:52,0.27,Yes,10
49,Male,Canada,Full-time,93364,372975,62,High,872,Monthly,52,17283,15,Bonds,"Johnson, Thompson and Woods",8.1,1.15,0.62,89562,30383,50929,22,Yes,6471,2/1/2021,No,0.63,Single,0,Bachelor's,Good,91,Mortgage,78221,2326,0.15,Beginner,Healthcare,Yes,0.64,Yes,No,No,Defined Contribution,Dynamic,Branch,Port Maryton,1:39:18,0.58,No,11
25,Male,USA,Self-employed,94263,329638,67,Medium,1560,Monthly,451,17860,12,Mutual Fund,"Johnson, Richard and Benton",8.16,1.79,0.64,700528,32356,70750,14,No,6810,2/5/2024,No,0.91,Widowed,4,Bachelor's,Good,89,Own,178876,9406,0.13,Beginner,Healthcare,Yes,0.55,Yes,Yes,Yes,Defined Benefit,Fixed,Branch,East Mary,17:53:43,0.86,No,27
36,Other,Canada,Self-employed,100810,431449,64,Low,1726,Monthly,711,9981,33,Bonds,Mitchell-Huffman,4.62,0.69,1.6,912193,34938,21258,14,No,1203,11/29/2021,No,0.62,Widowed,1,High School,Poor,92,Mortgage,135998,1077,0.2,Beginner,Legacy Planning,Yes,0.68,No,Yes,No,Defined Benefit,Dynamic,Branch,North Sean,4:36:30,0.67,No,24
39,Male,USA,Self-employed,112723,497432,66,High,1910,Quarterly,892,3452,36,Stocks,"Holder, Gilmore and Peters",5.33,4.01,1.64,527378,15294,18514,11,No,4308,5/29/2020,No,0.13,Widowed,4,High School,Good,91,Own,10201,7065,0.21,Intermediate,Home Purchase,Yes,0.41,Yes,No,No,Defined Benefit,Fixed,Branch,Leonmouth,18:24:48,0.62,No,15
26,Other,Australia,Retired,93001,450634,60,Medium,903,Annually,0,5721,37,Real Estate,Carter Ltd,2.76,2.86,0.51,737782,13001,52470,20,No,3573,6/28/2020,No,0.62,Married,2,PhD,Poor,82,Own,128210,6903,0.17,Expert,Legacy Planning,No,0.14,No,Yes,Yes,Defined Benefit,Fixed,ATM,Rittermouth,1:36:38,0.5,No,22
32,Female,Canada,Unemployed,68451,279980,65,Medium,1920,Quarterly,852,2142,11,Stocks,Zhang and Sons,4.84,0.95,1.28,104325,62549,28663,28,No,225,5/15/2021,No,0.85,Single,4,Master's,Good,92,Rent,193407,5949,0.2,Beginner,Legacy Planning,No,0.6,Yes,No,No,Defined Benefit,Fixed,Online,West Patrickshire,12:45:46,0.73,No,6
42,Male,Canada,Full-time,58952,393436,65,High,1256,Monthly,114,19638,27,Stocks,Walker-Fox,11.61,4.07,0.8,250844,28531,50360,14,Yes,6538,10/11/2020,No,0.16,Divorced,1,PhD,Poor,88,Mortgage,191460,5264,0.13,Intermediate,Legacy Planning,Yes,0.62,Yes,No,Yes,Defined Contribution,Bucket,ATM,South Lauramouth,8:37:50,0.53,No,17
27,Female,Australia,Full-time,94750,399995,63,Low,1484,Annually,742,22013,4,Stocks,"Bray, Mcclure and Young",9.33,5,1.49,377523,21889,26212,18,No,8044,3/18/2022,No,0.41,Widowed,4,PhD,Poor,90,Rent,76637,4579,0.2,Beginner,Home Purchase,No,0.78,No,Yes,No,Defined Contribution,Dynamic,ATM,Williamsview,8:39:57,0.72,No,1
43,Female,USA,Self-employed,111152,215883,60,Medium,482,Quarterly,409,8954,20,Real Estate,Mccarty LLC,3.23,2.3,1.29,469540,57553,48001,17,No,402,7/19/2020,No,0.31,Divorced,3,High School,Average,91,Own,181394,3935,0.13,Intermediate,Home Purchase,No,0.77,Yes,Yes,No,Defined Contribution,Bucket,Branch,Thompsonfurt,12:13:49,0.93,No,2
32,Female,Germany,Unemployed,133372,413372,63,Medium,240,Monthly,115,8048,25,Mutual Fund,Jones-Hernandez,7.5,2.84,0.77,401737,47243,35531,10,No,3694,1/12/2025,No,0.96,Widowed,1,High School,Good,92,Own,187525,6745,0.12,Intermediate,Healthcare,Yes,0.75,No,Yes,Yes,Defined Benefit,Bucket,ATM,Port Kellymouth,8:19:49,0.21,No,17
